Title,Authors,Text,Image,Videos,Link,Published_Date
When Your Diet Affects Your Social Life,['Hallie Reed'],"Welcome to The Edit newsletter. Each week you’ll hear from college students and recent graduates about issues going on in their lives. You also may hear from me, Lindsey Underwood, editor of the newsletter. Sign up here to get it in your inbox.

Before January, I hadn’t had a Krispy Kreme doughnut or Chick-fil-A nuggets since I went gluten-free, at age 11. Those first few bites were absolute magic, but what surprised me most about going back on gluten was its effect on my social life.

What?

In sixth grade I had a host of unexplainable health issues that kept me from dancing, which was my world at the time. Desperate to get back into ballet class, I finally went off gluten and made some other dietary adjustments , at the recommendation of a naturopathic doctor. I was a bit skeptical, but when my symptoms disappeared almost overnight, I was sold on the diet.

I would get sick for a week whenever I ate gluten by accident, so I was never tempted to try it intentionally until earlier this year, when I was about to study abroad in Italy. I worried that in the land of pasta I wouldn’t have enough to eat, so before the trip I anxiously nibbled some bread. I didn’t get sick like I had in the past. That’s when my food freedom began.",https://static01.nyt.com/images/2019/04/09/style/09editnewsletter-1/09editnewsletter-1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/09/style/the-edit-diet-gluten.html,2019-04-09 00:00:00
Julian Assange Arrested in London as U.S. Unseals Hacking Conspiracy Indictment,"['Charlie Savage', 'Adam Goldman', 'Eileen Sullivan']","WASHINGTON — The WikiLeaks founder Julian Assange was arrested on Thursday in London to face a charge in the United States of conspiring to hack into a Pentagon computer network in 2010, bringing to an abrupt end a seven-year saga in which he had holed up in Ecuador’s embassy in Britain to avoid capture.

The Ecuadorean government suspended the citizenship it had granted Mr. Assange and evicted him on Thursday, clearing the way for his arrest. His hosts had displayed growing impatience, listing grievances including recent WikiLeaks releases they said interfered with other states’ internal affairs and personal discourtesies, like the failure of Mr. Assange to clean the bathroom and look after his cat.

A bedraggled and shackled Mr. Assange, 47, was dragged out of the embassy. At a court hearing, a judge swiftly found him guilty of jumping bail, and he was detained partly in connection with an American extradition warrant. Mr. Assange indicated that he would fight extradition, and legal experts said that process could take years. He is likely to argue that the case is politically motivated rather than driven by legitimate legal concerns.

Mr. Assange’s arrest brought to a head long-simmering tensions that have raised profound First Amendment press freedom issues. Since Mr. Assange began publishing archives of secret American military and diplomatic documents in 2010 — provided by the former Army intelligence analyst Chelsea Manning — senior officials in two administrations had weighed whether to try to put him out of business by charging him with a crime. Ms. Manning was convicted at a court-martial trial in 2013 of leaking the documents.",https://static01.nyt.com/images/2019/04/11/world/11assange1alt/11assange1alt-facebookJumbo-v2.jpg,[],http://www.nytimes.com/2019/04/11/world/europe/julian-assange-wikileaks-ecuador-embassy.html,2019-04-11 00:00:00
Julian Assange Arrested in London as U.S. Unseals Hacking Conspiracy Indictment,"['Charlie Savage', 'Adam Goldman', 'Eileen Sullivan']","WASHINGTON — The WikiLeaks founder Julian Assange was arrested on Thursday in London to face a charge in the United States of conspiring to hack into a Pentagon computer network in 2010, bringing to an abrupt end a seven-year saga in which he had holed up in Ecuador’s embassy in Britain to avoid capture.

The Ecuadorean government suspended the citizenship it had granted Mr. Assange and evicted him on Thursday, clearing the way for his arrest. His hosts had displayed growing impatience, listing grievances including recent WikiLeaks releases they said interfered with other states’ internal affairs and personal discourtesies, like the failure of Mr. Assange to clean the bathroom and look after his cat.

A bedraggled and shackled Mr. Assange, 47, was dragged out of the embassy. At a court hearing, a judge swiftly found him guilty of jumping bail, and he was detained partly in connection with an American extradition warrant. Mr. Assange indicated that he would fight extradition, and legal experts said that process could take years. He is likely to argue that the case is politically motivated rather than driven by legitimate legal concerns.

Mr. Assange’s arrest brought to a head long-simmering tensions that have raised profound First Amendment press freedom issues. Since Mr. Assange began publishing archives of secret American military and diplomatic documents in 2010 — provided by the former Army intelligence analyst Chelsea Manning — senior officials in two administrations had weighed whether to try to put him out of business by charging him with a crime. Ms. Manning was convicted at a court-martial trial in 2013 of leaking the documents.",https://static01.nyt.com/images/2019/04/11/world/11assange1alt/11assange1alt-facebookJumbo-v2.jpg,[],http://www.nytimes.com/2019/04/11/world/europe/julian-assange-wikileaks-ecuador-embassy.html#commentsContainer,2019-04-11 00:00:00
Assange: A Self-Proclaimed Foe of Secrecy Who Inspires Both Admiration and Fury,"['Scott Shane', 'Steven Erlanger']","“Underground” hints at a kind of qualified idealism, suggesting that Mendax and his comrades mostly shunned theft and vandalism in favor of disclosure. The book describes “the early Australian underground’s golden rules of hacking: Don’t damage computer systems you break into (including crashing them); don’t change the information in those systems (except for altering logs to cover your tracks); and share information.”

By 2006, when he founded WikiLeaks, Mr. Assange had adopted a nomadic lifestyle, roaming the world and pronouncing sometimes cryptic principles about secrecy and information. By 2008, he was living in East Africa and exposing corruption in Kenya on the new site, which had published more than one million documents, including some from the Iraq war and the Guantánamo prison, as well as a potpourri covering less momentous topics: an early script for an Indiana Jones movie, Wesley Snipes’s tax bill and documents from the Church of Scientology and the Mormon Church.

But it was Chelsea Manning, then a low-level intelligence analyst stationed at a base in Iraq, who really put WikiLeaks, and hence Mr. Assange, on the map. Bored and harboring doubts about the war and American foreign policy, she began copying thousands of documents from a classified network onto CDs that she marked as Lady Gaga songs to avoid detection.

Back in the United States, she called both The New York Times and The Washington Post before connecting with WikiLeaks, where Mr. Assange and his fractious band of activist volunteers eagerly took up the cause in 2010.

They first posted a devastating video of two American helicopter gunships in Iraq shooting at suspected enemies on the ground — two of whom were among those killed and turned out to be war correspondents for Reuters. The news organization had struggled to learn the details of the strike; now the world saw not just the view from the helicopters, but it heard the pilots’ casual exchanges as they opened fire three times.",https://static01.nyt.com/images/2019/04/11/us/politics/11dc-history1/11dc-history1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/us/politics/julian-assange-chelsea-manning.html,2019-04-11 00:00:00
"After Arrest of Julian Assange, the Russian Mysteries Remain","['Mark Mazzetti', 'Julian E. Barnes']","Numerous significant questions are left unanswered, including what, if anything, Mr. Assange knew about the identity of Guccifer 2.0, a mysterious hacker who American intelligence and law enforcement officials have identified as a front for Russian military intelligence operatives.

Court documents have revealed that it was Russian intelligence — using the Guccifer persona — that provided Mr. Assange thousands of emails hacked from the Democratic National Committee and the personal account of John D. Podesta, the chairman of the Clinton campaign.

Another question is whether Mr. Assange was a conduit between the Russian hackers and the Trump campaign. Mr. Assange exchanged emails with Donald Trump Jr., Mr. Trump’s eldest son, during the campaign, and a Trump campaign official sent Roger J. Stone Jr., a longtime adviser to the president, to get information about the hacked Democratic emails, according to a January indictment by Robert S. Mueller III, the special counsel.

Mr. Mueller concluded his investigation without an indictment that directly connected WikiLeaks, the Russians and the Trump campaign, suggesting that prosecutors did not find sufficient evidence that Mr. Assange knowingly engaged in a conspiracy with Russia to help the Trump campaign.

But the report drafted by Mr. Mueller’s team, and expected to be released next week, could have additional details about the ties between the Trump campaign and Mr. Assange. Those details could be redacted by the Justice Department, however, if officials believe the material includes classified intelligence, said Carrie Cordero, a former official with the Justice Department’s National Security Division and the Office of the Director of National Intelligence.",https://static01.nyt.com/images/2019/04/11/us/politics/11dc-mueller/11dc-mueller-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/us/politics/wikileaks-clinton-emails-russia-trump.html,2019-04-11 00:00:00
"A Charred Gas Can, a Receipt and an Arrest in Fires of 3 Black Churches","['Alan Blinder', 'Richard Fausset', 'John Eligon']","Social media posts offered a glimpse of the man they arrested.

Facebook photos of Mr. Matthews show a young man with long hair. In one picture, he is wearing a black sleeveless T-shirt and holding a black electric guitar. He described himself as the lead singer of a black metal band called Vodka Vultures, though there was little online evidence of the band’s activity. Still, he wrote several posts that showed his familiarity with the genre.

He wrote favorably of the recent movie “Lords of Chaos,” a dramatized version of the black metal scene, and apparently referenced Varg Vikernes, perhaps the most notorious figure in the black metal movement, who was found guilty in Norway of killing a heavy metal guitarist and burning three churches.

The path to Mr. Matthews was laid out in an affidavit, with the big break coming Tuesday when an A.T.F. team found a piece of what appeared to be a two-gallon red gas can at Mount Pleasant Baptist Church.

The authorities realized that the same can was for sale at a local Walmart. On Wednesday, an investigator working for the retailer shared with them that a similar can had been purchased late on March 25 — less than three hours before the first church fire — along with a package of shop towels and a lighter, all paid for with a debit card that the authorities said was owned by Mr. Matthews.

Investigators learned, too, that Mr. Matthews’s father, Roy Matthews, was a longtime deputy in the St. Landry Parish sheriff’s office and the owner of a beige 2002 Ford pickup that appeared to match the truck that “consistently” appeared “around the time of each fire,” the affidavit states.

Sheriff Bobby Guidroz of St. Landry Parish said that he had summoned Mr. Matthews’s father on Wednesday to tell him that his son was considered a suspect in the fires, which all took place in the middle of the night and did not injure anyone.

“He was shocked and hurt, as any father would be,” Mr. Guidroz said of the older Mr. Matthews, whom he described as “a great deputy” and one of his best friends. “He was in terrible shape.”",https://static01.nyt.com/images/2019/04/11/us/11church-fires/11church-fires-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/us/holden-matthews-black-church-fires.html,2019-04-11 00:00:00
White House Considered Releasing Migrants in ‘Sanctuary Cities’,"['Michael D. Shear', 'Zolan Kanno-Youngs']","WASHINGTON — President Trump’s top aides considered an idea to pressure immigration agencies to release apprehended migrants into so-called sanctuary cities represented by Democratic lawmakers, according to several people familiar with the proposal.

The idea was floated in an email by a top White House policy adviser in November, when Mr. Trump was furiously condemning migrant caravans from Central America headed toward the southwestern border, the people, including two government officials, said.

In the email dated Nov. 16, with the subject line “Sanctuary City Proposal,” May Davis, the deputy White House policy coordinator, raised the idea with officials from the Department of Homeland Security, Immigration and Customs Enforcement and Customs and Border Protection.

Ms. Davis suggested that migrants who had been apprehended and were slated to be released into border towns could instead be taken to one of several sanctuary cities, which limit how local law enforcement can cooperate with federal immigration officers.",https://static01.nyt.com/images/2019/04/12/us/12dc-immig/11dc-immig-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/us/politics/white-house-migrants-sanctuary-cities.html,2019-04-11 00:00:00
"The Fall of Omar Hassan al-Bashir, the ‘Spider’ at the Heart of Sudan’s Web",['Declan Walsh'],"But global notoriety was never much of a problem for Mr. al-Bashir, 75, at home in Sudan, a vast African country with a long history of war and suffering. He outwitted rivals who underestimated him, steered a decade-long oil boom that swelled Sudan’s middle classes, and forged a network of security forces and armed militias to fight his wars that some likened to a spider’s web with Mr. al-Bashir at its center.

That carefully constructed edifice of power crumbled this week as thousands of protesters massed outside his Khartoum residence, chanting slogans and braving gunfire as rival gangs of soldiers exchanged fire. The oil money was running low, the economy was in tatters and young Sudanese, in particular, had had enough. The spider had to go.

“Just fall, that is all!” they chanted.

On Thursday morning, the military ousted him, ending his 30-year rule in the face of the sweeping demonstrations. It said it had taken Mr. al-Bashir into custody, dissolved the government and suspended the Constitution.

Representatives of the principal protest group, the Sudanese Professionals Association, which had been expecting a statement from the military and were preparing to negotiate a transition to civilian rule, greeted the announcement with disappointment.",https://static01.nyt.com/images/2019/04/11/world/11bashir1/11bashir1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/world/africa/omar-bashir-sudan.html,2019-04-11 00:00:00
Scott Kelly Spent a Year in Orbit. His Body Is Not Quite the Same.,['Carl Zimmer'],"Or maybe it’s that the immune system, which never evolved for survival in space, simply gets confused.

“Is it good or bad? We just know it’s more,” Dr. Mason, a co-author of the new study, said of the immune activity. “To know for sure, we’d need more astronauts.”

Mr. Kelly’s return to Earth on March 1, 2016, proved to be one of the biggest moments — biologically speaking — of the whole mission. His body showed signs of intense stress, and his immune system was in high gear.

Michael Snyder, a geneticist at Stanford University and co-author of the research, cautioned that this response might not be typical. “Maybe he got a viral infection,” he speculated. “This is why you want to see it in more people.”

Despite that shock, Mr. Kelly’s body mostly returned to preflight condition. Some species of bacteria that thrived in his gut while he was in space, for example, became rare again on his landing.

The strange lengthening of Mr. Kelly’s telomeres disappeared after less than 48 hours on Earth. In fact, Dr. Bailey and her colleagues started finding many cells with telomeres that were shorter than before Mr. Kelly went to space.

“People have asked me, ‘Well, is going to space the fountain of youth?’” said Dr. Bailey. “I don’t think so. If it is, you’re going to have to stay up there forever.”",https://static01.nyt.com/images/2019/04/11/science/11ASTROTWINS1/11ASTROTWINS1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/science/scott-mark-kelly-twins-space-nasa.html,2019-04-11 00:00:00
Scott Kelly Spent a Year in Orbit. His Body Is Not Quite the Same.,['Carl Zimmer'],"Or maybe it’s that the immune system, which never evolved for survival in space, simply gets confused.

“Is it good or bad? We just know it’s more,” Dr. Mason, a co-author of the new study, said of the immune activity. “To know for sure, we’d need more astronauts.”

Mr. Kelly’s return to Earth on March 1, 2016, proved to be one of the biggest moments — biologically speaking — of the whole mission. His body showed signs of intense stress, and his immune system was in high gear.

Michael Snyder, a geneticist at Stanford University and co-author of the research, cautioned that this response might not be typical. “Maybe he got a viral infection,” he speculated. “This is why you want to see it in more people.”

Despite that shock, Mr. Kelly’s body mostly returned to preflight condition. Some species of bacteria that thrived in his gut while he was in space, for example, became rare again on his landing.

The strange lengthening of Mr. Kelly’s telomeres disappeared after less than 48 hours on Earth. In fact, Dr. Bailey and her colleagues started finding many cells with telomeres that were shorter than before Mr. Kelly went to space.

“People have asked me, ‘Well, is going to space the fountain of youth?’” said Dr. Bailey. “I don’t think so. If it is, you’re going to have to stay up there forever.”",https://static01.nyt.com/images/2019/04/11/science/11ASTROTWINS1/11ASTROTWINS1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/science/scott-mark-kelly-twins-space-nasa.html#commentsContainer,2019-04-11 00:00:00
Moon Landing by Israel’s Beresheet Spacecraft Appears to End in Crash,['Kenneth Chang'],"A small spacecraft that has captured the imagination and excitement of people in Israel and around the world appears to have crashed into the moon on Thursday.

“We had a failure in the spacecraft,” Opher Doron, the general manager of Israel Aerospace Industries’ space division, which collaborated on building the spacecraft, said afterward. “We unfortunately have not managed to land successfully.”

The mood at the command center was somber but still celebratory.

“Well we didn't make it, but we definitely tried,” said Morris Kahn, an Israeli telecommunications entrepreneur and president of SpaceIL, the nonprofit that undertook the mission. “And I think the achievement of getting to where we got is really tremendous. I think we can be proud.”

Prime Minister Benjamin Netanyahu of Israel, who attended the event at the mission’s command center in Yehud, Israel, said, “If at first you don’t succeed, you try again.”",https://static01.nyt.com/images/2019/04/11/science/11SPACEISRAEL1/11SPACEISRAEL1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/science/israel-moon-landing-beresheet.html,2019-04-11 00:00:00
Moon Landing by Israel’s Beresheet Spacecraft Appears to End in Crash,['Kenneth Chang'],"A small spacecraft that has captured the imagination and excitement of people in Israel and around the world appears to have crashed into the moon on Thursday.

“We had a failure in the spacecraft,” Opher Doron, the general manager of Israel Aerospace Industries’ space division, which collaborated on building the spacecraft, said afterward. “We unfortunately have not managed to land successfully.”

The mood at the command center was somber but still celebratory.

“Well we didn't make it, but we definitely tried,” said Morris Kahn, an Israeli telecommunications entrepreneur and president of SpaceIL, the nonprofit that undertook the mission. “And I think the achievement of getting to where we got is really tremendous. I think we can be proud.”

Prime Minister Benjamin Netanyahu of Israel, who attended the event at the mission’s command center in Yehud, Israel, said, “If at first you don’t succeed, you try again.”",https://static01.nyt.com/images/2019/04/11/science/11SPACEISRAEL1/11SPACEISRAEL1-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/science/israel-moon-landing-beresheet.html#commentsContainer,2019-04-11 00:00:00
"Falcon Heavy, SpaceX’s Giant Rocket, Launches Into Orbit, and Sticks Its Landings",['Kenneth Chang'],"Why is Falcon Heavy different from other SpaceX rockets?

The company’s workhorse is the Falcon 9 rocket, which first launched in 2010. The first stage of the Heavy essentially consists of three Falcon 9 first stages bound together. The second stages of the two rockets are identical.

The additional thrust allows the Heavy to propel 140,000 pounds to low-Earth orbit, nearly three times what the Falcon 9 can lift.

How does this Falcon Heavy differ from the first one?

On the test flight, the two side boosters were older versions reused from earlier flights. (SpaceX’s best innovation to date is landing the booster stage of its rockets and launching it again; traditionally, rockets have been one-use throwaways, with the booster stages dropped into the ocean.)

For this one, the side boosters had never before been used. They were the latest version of the rocket, called “Block Five.” (“Block” is what rocket companies call a major upgrade.) That boosts the thrust and how much the Falcon Heavy can carry.

Why did the second Falcon Heavy flight take so long?

Even though the first Falcon Heavy flight appeared to be nearly flawless, SpaceX probably made adjustments. That, after all, is the reason a rocket company performs a test flight for a new rocket design.

SpaceX also has had a backlog of Falcon 9 missions to fly. It launched 20 Falcon 9 missions in 2018, more than in any previous year, in addition to the one Falcon Heavy launch. The company was also busy at work developing its Crew Dragon capsule for taking NASA astronauts to and from the International Space Station.

The market for the Falcon Heavy is also much smaller than once envisioned. When Mr. Musk first announced the rocket in 2011, he said he expected that there would be a 50/50 mix between the Falcon 9 and the Falcon Heavy. In the years since, improvements have made the Falcon 9 more powerful, and miniaturization of electronics has shrunk the size of many satellites.",https://static01.nyt.com/images/2019/04/11/science/11SPACEX3/11SPACEX3-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/science/falcon-heavy-launch-spacex.html,2019-04-11 00:00:00
Lil Nas X’s Smash Makes Country Wonder if Rap Is Friend or Foe. Again.,['Jon Caramanica'],"The track also arrived at a fortuitous moment — on the heels of a trickle of Western aesthetics into the high-style universe over the last couple of years, and also following the success of stylistically diverse country performers like Kacey Musgraves, who have demonstrated that a country musician can be a beacon of cool far outside the genre’s walls. Even Kanye West recently took to the countryside, unveiling his last album at a Wyoming cowboy ranch.

In another moment, the aesthetic choices of “Old Town Road” might have been perceived as pure kitsch, but now they are kitsch with a side of tastemaker. And though the removal of the song from the country chart reflected an initial resentment, the mood soon switched. Some country singers said they found “Old Town Road” to be country, or country enough. They didn’t want to be on the wrong side of cool.

Billy Ray Cyrus, who joined the song’s remix, is not a country insider at the peak of his powers, but he’s still a performer with a great deal of resonance within Nashville thanks to his 1992 pop-country crossover smash “Achy Breaky Heart.” Cyrus’s “Old Town Road” verse is pure glitz, a blend of hip-hop braggadocio and country-boy-in-the-big-city awe: “Spent a lot of money on my brand-new guitar/Baby’s got a habit, diamond rings and Fendi sports bras/Ridin’ down Rodeo in my Maserati sports car.” The performance is effortless, showing a version of country music that’s cosmopolitan, flexible and self-aware.

Whether Cyrus’s co-sign will be enough for the industry side of Nashville to embrace “Old Town Road” remains to be seen. That’s because, when it comes to charts and common practices, country isn’t a genre or a set of sounds as much as it is an oligarchy, the product of a limited number of record labels; a media environment that relies heavily on radio (with programmers who can lack imagination, as female country performers have long known); and a profound bottleneck in terms of new talent and new ideas. (To be fair, country is not alone in this: In 2012, the K-pop novelty star Psy went to No. 1 on the Billboard Hot Rap Songs chart with “Gangnam Style,” which was — and remains — one of the biggest viral YouTube songs in history, but was by no means a rap song in the American context.)

Nashville’s initial resistance suggests some unfortunate things about country as a genre: that it might not be able to make fun of itself; that it might look askance at outsiders, especially black performers; that it understands itself only through the lens of protecting its central ideology, and not as an omnivorous sound in dialogue with the rest of pop, and the rest of America. Country music is preoccupied with borders, and it treats each new incursion as an opportunity for identity crisis. It’s a wild contrast with contemporary hip-hop, which understands itself as music that borrows widely, and experiments with glee.

But perhaps the greatest indictment of how the country music leadership handled “Old Town Road” comes from a cursory listen to some other songs on the chart. Take “Look What God Gave Her,” the new single by Thomas Rhett, perhaps the ur-country gentleman of the last few years. It’s a soft soul song with a faint disco undertow, nothing country about it beyond the perceived affiliation of the performer. Elsewhere there are soft-rock ballads and R&B songs, none of them subject to anything like the skepticism that has greeted Lil Nas X, whose reference points might in fact be more classically country (even if refracted through a kitsch lens).",https://static01.nyt.com/images/2019/04/21/arts/21hiphop-country-promo/21hiphop-country-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/11/arts/music/lil-nas-x-old-town-road-country-rap.html,2019-04-11 00:00:00
Opinion | It’s Time to Panic About Privacy,"['Farhad Manjoo', 'Opinion Columnist At The New York Times']","But privacy is also something a lot of people are happy to trade away at a moment’s notice, for the slightest reward. We claim to want it, companies claim to provide it, neither side is really being entirely honest about the trade, and we all just kind of accept that…",https://static01.nyt.com/images/2019/04/05/opinion/internet-data-privacy-1554950224987/internet-data-privacy-1554950224987-facebookJumbo.jpg,[],http://www.nytimes.com/interactive/2019/04/10/opinion/internet-data-privacy.html,2019-04-10 00:00:00
Opinion | Do You Know What You’ve Given Up?,['James Bennet'],"We mean for this exploration to be thorough and the debate to range widely, from arguments for radical openness to whether, through their access to detailed information about so many of us, corporations and politicians have already gained dangerous power to manipulate how we perceive the world. This project will inevitably consider the work of The New York Times, along with that of other media companies, since, as our publisher writes, this newspaper’s own commerce depends to a degree on the gathering and sharing of people’s data. (So, of course, does its product — journalism.)

We intend to challenge our own assumptions and biases about technology and the nature of privacy, along with those of our readers. At first blush it seems deeply creepy to me, for example, that Shenzhen, China, is considering automatically texting fines to jaywalkers identified through face-recognition technology. But when you think about it, is that necessarily such a bad idea? After all, the law is the law, and if facial recognition could nab all violators, without the racial bias that can warp enforcement by human officers, wouldn’t uses like this result in a fairer world?

The reality is that right now the algorithms that do the recognizing tend to enforce, rather than overcome , racial bias. Even in private hands, and even when the gizmo is as seemingly cool and innocuous as a doorbell video camera, this new technology is already being used to profile people in ways that seem certain to particularly hurt people of color. In the hands of the state such tools radically increase its power.

We’re looking to you to participate in this project. We’d like to publish your stories about how the sharing of your data hurt or helped you. When it comes to debating the right path forward, we hope to hear from technologists and policymakers, whistle-blowers and tech executives, advocates and academics, and anyone else who has an original and important solution or idea to contribute. Eventually, months from now, having considered this debate, the Times editorial board will weigh in with its own proposed solutions.",https://static01.nyt.com/images/2019/04/10/opinion/sunday/10bennet-privacy-promo/10bennet-privacy-facebookJumbo.gif,[],http://www.nytimes.com/2019/04/10/opinion/privacy-project-launch.html,2019-04-10 00:00:00
Opinion | Do You Know What You’ve Given Up?,['James Bennet'],"We mean for this exploration to be thorough and the debate to range widely, from arguments for radical openness to whether, through their access to detailed information about so many of us, corporations and politicians have already gained dangerous power to manipulate how we perceive the world. This project will inevitably consider the work of The New York Times, along with that of other media companies, since, as our publisher writes, this newspaper’s own commerce depends to a degree on the gathering and sharing of people’s data. (So, of course, does its product — journalism.)

We intend to challenge our own assumptions and biases about technology and the nature of privacy, along with those of our readers. At first blush it seems deeply creepy to me, for example, that Shenzhen, China, is considering automatically texting fines to jaywalkers identified through face-recognition technology. But when you think about it, is that necessarily such a bad idea? After all, the law is the law, and if facial recognition could nab all violators, without the racial bias that can warp enforcement by human officers, wouldn’t uses like this result in a fairer world?

The reality is that right now the algorithms that do the recognizing tend to enforce, rather than overcome , racial bias. Even in private hands, and even when the gizmo is as seemingly cool and innocuous as a doorbell video camera, this new technology is already being used to profile people in ways that seem certain to particularly hurt people of color. In the hands of the state such tools radically increase its power.

We’re looking to you to participate in this project. We’d like to publish your stories about how the sharing of your data hurt or helped you. When it comes to debating the right path forward, we hope to hear from technologists and policymakers, whistle-blowers and tech executives, advocates and academics, and anyone else who has an original and important solution or idea to contribute. Eventually, months from now, having considered this debate, the Times editorial board will weigh in with its own proposed solutions.",https://static01.nyt.com/images/2019/04/10/opinion/sunday/10bennet-privacy-promo/10bennet-privacy-facebookJumbo.gif,[],http://www.nytimes.com/2019/04/10/opinion/privacy-project-launch.html#commentsContainer,2019-04-10 00:00:00
Opinion | Feeling Safe in the Surveillance State,['Jianan Qian'],"Last spring, I went back to China for a book tour that took me to six cities. Entering train stations felt like crossing border control at an international airport — my identity was confirmed not only by someone checking my documents, but also by one of the ubiquitous facial recognition cameras. One day, while a friend was driving me home after a reading in Shanghai, I saw one of them ahead of us on the highway. Well, we can no longer do “bad” things, he said, noticing my discomfort. It was supposed to be a joke, but we fell into a long, dead silence.

Many people in China seem to be happy about the physical security promised by the surveillance network. Our mind-set, long ago, was wired to see safety and freedom as an either-or choice. I remember a conversation I had during my first year in the United States, when I was visiting Chicago. A Chinese student told me he dared not walk alone in the city after 5 p.m. When I told him I’d recently taken a trip to a nearby 7-Eleven at 10 p.m. by myself to get a beer, he was shocked. “Why?” I asked him. “It’s a safe neighborhood.” Still pale, he said, “You only got lucky.”

The disappearance in June 2017 of Yingying Zhang, a young Chinese visiting scholar, from the Urbana-Champaign campus of the University of Illinois only reinforced this sense of danger everywhere outside China. Her kidnapping by a former graduate student made headlines across the country. The post that got the most shares in my WeChat feeds the week she disappeared was titled, “When you come to the States, leave behind feelings of homegrown safety. ”

The other reason that my people seem not to worry about the violation of their privacy is that they believe they are law-abiding citizens. “Only criminals need to be afraid,” they say. But I’ve heard other stories.

In 2018, Wang Qian, a young single mother from Zhejiang Province, hanged herself after she lost her savings on a peer-to-peer lending platform called PPMiao. In her suicide note, which briefly appeared on social media, she confessed her frustrations: Because she’d been a victim of a financial fraud — and therefore had grievances — she was now considered a threat to public safety and order.

[As technology advances, will it continue to blur the lines between public and private? Sign up for Charlie Warzel’s limited-run newsletter to explore what’s at stake and what you can do about it.]

She said that she, as well as hundreds of other victims who’d tried to stage protests over their treatment, had been beaten by the police. One month before her suicide, investors like her who’d lost their money had planned a rally in Beijing — but only a few managed to show up, because policemen and security guards had gathered on every street corner and at subway stations to check the identity cards of everyone who was nearing Beijing’s financial district. The protest, like most of the other protests in China, was never reported in domestic news outlets.",https://static01.nyt.com/images/2019/04/14/opinion/sunday/14Qian/14Qian-facebookJumbo.jpg,[],http://www.nytimes.com/2019/04/10/opinion/china-internet-surveillance.html,2019-04-10 00:00:00
